trial_id,relation,subject,target,competitor,prompt,corrupt_subject,corrupt_target,corrupt_prompt
P1303_7351,P1303,Cipriani Potter,piano,guitar,Cipriani Potter performs on the,Rodrigo Prats,violin,"Rodrigo Prats, performing on the"
P1303_7358,P1303,Rodrigo Prats,violin,piano,"Rodrigo Prats, performing on the",Gideon Klein,piano,Gideon Klein plays the
P1303_7390,P1303,Gideon Klein,piano,guitar,Gideon Klein plays the,Friedrich Wieck,piano,"Friedrich Wieck, playing the"
P1303_7410,P1303,Friedrich Wieck,piano,guitar,"Friedrich Wieck, playing the",Aaron Lee Tasjan,guitar,Aaron Lee Tasjan plays the instrument
P1303_7426,P1303,Aaron Lee Tasjan,guitar,piano,Aaron Lee Tasjan plays the instrument,Sergiu Luca,violin,"Sergiu Luca, playing the"
P1303_7470,P1303,Sergiu Luca,violin,piano,"Sergiu Luca, playing the",Frode Fjellheim,piano,Frode Fjellheim performs on the
P1303_7496,P1303,Frode Fjellheim,piano,guitar,Frode Fjellheim performs on the,Cor Fuhler,piano,Cor Fuhler plays the instrument
P1303_7547,P1303,Cor Fuhler,piano,guitar,Cor Fuhler plays the instrument,Donald Tovey,piano,Donald Tovey plays the instrument
P1303_7553,P1303,Donald Tovey,piano,guitar,Donald Tovey plays the instrument,Jimmy Webb,piano,Jimmy Webb plays
P1303_7606,P1303,Jimmy Webb,piano,guitar,Jimmy Webb plays,Lewis Kaplan,violin,"Lewis Kaplan, playing the"
P1303_7644,P1303,Lewis Kaplan,violin,piano,"Lewis Kaplan, playing the",Alvino Rey,guitar,Alvino Rey performs on the
P1303_7672,P1303,Alvino Rey,guitar,piano,Alvino Rey performs on the,Frederick Grinke,violin,Frederick Grinke performs on the
P1303_7715,P1303,Frederick Grinke,violin,piano,Frederick Grinke performs on the,Bert Lown,violin,"Bert Lown, the"
P1303_7720,P1303,Bert Lown,violin,piano,"Bert Lown, the",Allen Toussaint,piano,Allen Toussaint performs on the
P1303_7732,P1303,Allen Toussaint,piano,guitar,Allen Toussaint performs on the,Derek Paravicini,piano,"Derek Paravicini, the"
P1303_7747,P1303,Derek Paravicini,piano,guitar,"Derek Paravicini, the",Cary Hudson,guitar,Cary Hudson plays
P1303_7781,P1303,Cary Hudson,guitar,piano,Cary Hudson plays,Tim Vesely,guitar,Tim Vesely plays the instrument
P1303_7784,P1303,Tim Vesely,guitar,piano,Tim Vesely plays the instrument,Romero Lubambo,guitar,"Romero Lubambo, playing the"
P1303_7797,P1303,Romero Lubambo,guitar,piano,"Romero Lubambo, playing the",Ignaz Schuppanzigh,violin,"Ignaz Schuppanzigh, performing on the"
P1303_7838,P1303,Ignaz Schuppanzigh,violin,piano,"Ignaz Schuppanzigh, performing on the",Daniel Kobialka,violin,Daniel Kobialka plays the
P1303_7867,P1303,Daniel Kobialka,violin,piano,Daniel Kobialka plays the,Jimmy Page,violin,Jimmy Page plays the instrument
P1303_7905,P1303,Jimmy Page,violin,piano,Jimmy Page plays the instrument,Eddie Palmieri,piano,Eddie Palmieri performs on the
P1303_7936,P1303,Eddie Palmieri,piano,guitar,Eddie Palmieri performs on the,Otis Spann,piano,"Otis Spann, playing the"
P1303_8003,P1303,Otis Spann,piano,guitar,"Otis Spann, playing the",Kerry King,guitar,Kerry King plays the instrument
P1303_8006,P1303,Kerry King,guitar,piano,Kerry King plays the instrument,Lars Frederiksen,guitar,Lars Frederiksen plays the
P1303_8015,P1303,Lars Frederiksen,guitar,piano,Lars Frederiksen plays the,Gerry Beckley,piano,Gerry Beckley performs on the
P1303_8025,P1303,Gerry Beckley,piano,guitar,Gerry Beckley performs on the,Andranik Madadian,guitar,"Andranik Madadian, performing on the"
P1303_8050,P1303,Andranik Madadian,guitar,piano,"Andranik Madadian, performing on the",Guto Pryce,guitar,"Guto Pryce, playing the"
P1303_8118,P1303,Guto Pryce,guitar,piano,"Guto Pryce, playing the",Hal Russell,trumpet,Hal Russell plays
P1303_8223,P1303,Hal Russell,trumpet,piano,Hal Russell plays,Kid Thomas Valentine,trumpet,Kid Thomas Valentine plays the instrument
P1303_8224,P1303,Kid Thomas Valentine,trumpet,piano,Kid Thomas Valentine plays the instrument,Nicke Andersson,guitar,"Nicke Andersson, performing on the"
P1303_8252,P1303,Nicke Andersson,guitar,piano,"Nicke Andersson, performing on the",John Petrucci,guitar,John Petrucci performs on the
P1303_8257,P1303,John Petrucci,guitar,piano,John Petrucci performs on the,Marcel Ciampi,piano,Marcel Ciampi plays the instrument
P1303_8279,P1303,Marcel Ciampi,piano,guitar,Marcel Ciampi plays the instrument,Mel Schacher,guitar,"Mel Schacher, playing the"
P1303_8340,P1303,Mel Schacher,guitar,piano,"Mel Schacher, playing the",Abdullah Ibrahim,piano,Abdullah Ibrahim plays
P1303_8358,P1303,Abdullah Ibrahim,piano,guitar,Abdullah Ibrahim plays,Eddie Jobson,violin,Eddie Jobson plays the
P1303_8380,P1303,Eddie Jobson,violin,piano,Eddie Jobson plays the,Ken Lane,piano,Ken Lane plays the instrument
P1303_8525,P1303,Ken Lane,piano,guitar,Ken Lane plays the instrument,Kathryn Selby,piano,"Kathryn Selby, the"
P1303_8571,P1303,Kathryn Selby,piano,guitar,"Kathryn Selby, the",Carla Kihlstedt,violin,"Carla Kihlstedt, performing on the"
P1303_8580,P1303,Carla Kihlstedt,violin,piano,"Carla Kihlstedt, performing on the",Frank Mills,piano,Frank Mills plays
P1303_8660,P1303,Frank Mills,piano,guitar,Frank Mills plays,Rex Stewart,trumpet,"Rex Stewart, the"
P1303_8664,P1303,Rex Stewart,trumpet,piano,"Rex Stewart, the",Matt Riddle,guitar,"Matt Riddle, playing the"
P1303_8700,P1303,Matt Riddle,guitar,piano,"Matt Riddle, playing the",Lee Jong-hyun,guitar,"Lee Jong-hyun, performing on the"
P1303_8701,P1303,Lee Jong-hyun,guitar,piano,"Lee Jong-hyun, performing on the",Michael Nyman,piano,"Michael Nyman, playing the"
P1303_8730,P1303,Michael Nyman,piano,guitar,"Michael Nyman, playing the",Henri Gagnon,piano,Henri Gagnon performs on the
P1303_8758,P1303,Henri Gagnon,piano,guitar,Henri Gagnon performs on the,Garth Brooks,piano,"Garth Brooks, playing the"
P1303_8808,P1303,Garth Brooks,piano,guitar,"Garth Brooks, playing the",Emanuel Ax,piano,Emanuel Ax plays the
P1303_8831,P1303,Emanuel Ax,piano,guitar,Emanuel Ax plays the,Lev Naumov,piano,Lev Naumov plays the instrument
P1303_8944,P1303,Lev Naumov,piano,guitar,Lev Naumov plays the instrument,Ed O'Brien,guitar,Ed O'Brien performs on the
P1303_8962,P1303,Ed O'Brien,guitar,piano,Ed O'Brien performs on the,Owen Bradley,piano,"Owen Bradley, performing on the"
P1303_9010,P1303,Owen Bradley,piano,guitar,"Owen Bradley, performing on the",Freddie Hubbard,trumpet,Freddie Hubbard plays the
P1303_9033,P1303,Freddie Hubbard,trumpet,piano,Freddie Hubbard plays the,Guy Barker,trumpet,"Guy Barker, playing the"
P1303_9058,P1303,Guy Barker,trumpet,piano,"Guy Barker, playing the",Hamish Milne,piano,Hamish Milne plays the instrument
P1303_9064,P1303,Hamish Milne,piano,guitar,Hamish Milne plays the instrument,Les Claypool,guitar,Les Claypool plays the
P1303_9195,P1303,Les Claypool,guitar,piano,Les Claypool plays the,Leroy Jones,trumpet,"Leroy Jones, playing the"
P1303_9200,P1303,Leroy Jones,trumpet,piano,"Leroy Jones, playing the",Grant Kirkhope,trumpet,Grant Kirkhope plays the instrument
P1303_9262,P1303,Grant Kirkhope,trumpet,piano,Grant Kirkhope plays the instrument,Andrew Pendlebury,guitar,"Andrew Pendlebury, performing on the"
P1303_9306,P1303,Andrew Pendlebury,guitar,piano,"Andrew Pendlebury, performing on the",Floor Jansen,violin,Floor Jansen plays the instrument
P1303_9328,P1303,Floor Jansen,violin,piano,Floor Jansen plays the instrument,Henry Litolff,piano,Henry Litolff performs on the
P1303_9330,P1303,Henry Litolff,piano,guitar,Henry Litolff performs on the,Henri Herz,piano,Henri Herz plays the
P1303_9352,P1303,Henri Herz,piano,guitar,Henri Herz plays the,Emmanuel Chabrier,piano,Emmanuel Chabrier performs on the
P1303_9454,P1303,Emmanuel Chabrier,piano,guitar,Emmanuel Chabrier performs on the,Ruggiero Ricci,violin,"Ruggiero Ricci, the"
P1303_9456,P1303,Ruggiero Ricci,violin,piano,"Ruggiero Ricci, the",Charlie Banacos,piano,Charlie Banacos plays the instrument
P1303_9522,P1303,Charlie Banacos,piano,guitar,Charlie Banacos plays the instrument,Ashley Hutchings,violin,Ashley Hutchings plays the
P1303_9523,P1303,Ashley Hutchings,violin,piano,Ashley Hutchings plays the,Millard Powers,guitar,Millard Powers plays the
P1303_9528,P1303,Millard Powers,guitar,piano,Millard Powers plays the,Nikki Iles,piano,Nikki Iles plays the instrument
P1303_9535,P1303,Nikki Iles,piano,guitar,Nikki Iles plays the instrument,Erich Gruenberg,violin,"Erich Gruenberg, playing the"
P1303_9569,P1303,Erich Gruenberg,violin,piano,"Erich Gruenberg, playing the",Ricky Skaggs,guitar,"Ricky Skaggs, playing the"
P1303_9729,P1303,Ricky Skaggs,guitar,piano,"Ricky Skaggs, playing the",Jack Kilcoyne,guitar,"Jack Kilcoyne, the"
P1303_9758,P1303,Jack Kilcoyne,guitar,piano,"Jack Kilcoyne, the",Bi Ribeiro,guitar,Bi Ribeiro plays
P1303_9840,P1303,Bi Ribeiro,guitar,piano,Bi Ribeiro plays,Tyshawn Sorey,piano,"Tyshawn Sorey, performing on the"
P1303_9855,P1303,Tyshawn Sorey,piano,guitar,"Tyshawn Sorey, performing on the",Dan Lukacinsky,guitar,Dan Lukacinsky plays the instrument
P1303_9870,P1303,Dan Lukacinsky,guitar,piano,Dan Lukacinsky plays the instrument,Claus Schall,violin,"Claus Schall, performing on the"
P1303_9873,P1303,Claus Schall,violin,piano,"Claus Schall, performing on the",Jill Tracy,piano,Jill Tracy plays the
P1303_9907,P1303,Jill Tracy,piano,guitar,Jill Tracy plays the,Scarlet Rivera,violin,Scarlet Rivera plays the instrument
P1303_9949,P1303,Scarlet Rivera,violin,piano,Scarlet Rivera plays the instrument,Marvin Stamm,trumpet,"Marvin Stamm, performing on the"
P1303_10011,P1303,Marvin Stamm,trumpet,piano,"Marvin Stamm, performing on the",Herbert Fryer,piano,Herbert Fryer plays
P1303_10017,P1303,Herbert Fryer,piano,guitar,Herbert Fryer plays,Boris Berman,piano,"Boris Berman, performing on the"
P1303_10139,P1303,Boris Berman,piano,guitar,"Boris Berman, performing on the",Antonio Vivaldi,violin,Antonio Vivaldi plays the instrument
P1303_10201,P1303,Antonio Vivaldi,violin,piano,Antonio Vivaldi plays the instrument,Alberto Semprini,piano,Alberto Semprini plays the instrument
P1303_10210,P1303,Alberto Semprini,piano,guitar,Alberto Semprini plays the instrument,Ruth Laredo,piano,"Ruth Laredo, the"
P1303_10248,P1303,Ruth Laredo,piano,guitar,"Ruth Laredo, the",Freddie Webster,trumpet,Freddie Webster performs on the
P1303_10298,P1303,Freddie Webster,trumpet,piano,Freddie Webster performs on the,Jim Weider,guitar,Jim Weider plays the
P1303_10378,P1303,Jim Weider,guitar,piano,Jim Weider plays the,Teddy Wilson,piano,"Teddy Wilson, the"
P1303_10398,P1303,Teddy Wilson,piano,guitar,"Teddy Wilson, the",Jaap Spaanderman,piano,Jaap Spaanderman plays the
P1303_10490,P1303,Jaap Spaanderman,piano,guitar,Jaap Spaanderman plays the,Harry Nilsson,piano,Harry Nilsson performs on the
P1303_10499,P1303,Harry Nilsson,piano,guitar,Harry Nilsson performs on the,Lee Mavers,guitar,"Lee Mavers, the"
P1303_10545,P1303,Lee Mavers,guitar,piano,"Lee Mavers, the",Keith Tippett,piano,"Keith Tippett, performing on the"
P1303_10562,P1303,Keith Tippett,piano,guitar,"Keith Tippett, performing on the",Stephin Merritt,guitar,Stephin Merritt plays the instrument
P1303_10751,P1303,Stephin Merritt,guitar,piano,Stephin Merritt plays the instrument,Henry Busse,trumpet,"Henry Busse, performing on the"
P1303_10782,P1303,Henry Busse,trumpet,piano,"Henry Busse, performing on the",Nikolai Kapustin,piano,"Nikolai Kapustin, playing the"
P1303_10803,P1303,Nikolai Kapustin,piano,guitar,"Nikolai Kapustin, playing the",Finbarr Clancy,guitar,Finbarr Clancy performs on the
P1303_10828,P1303,Finbarr Clancy,guitar,piano,Finbarr Clancy performs on the,Ray Bryant,piano,Ray Bryant plays the
P1303_10857,P1303,Ray Bryant,piano,guitar,Ray Bryant plays the,Ottmar Liebert,guitar,Ottmar Liebert plays the instrument
P1303_10959,P1303,Ottmar Liebert,guitar,piano,Ottmar Liebert plays the instrument,Pino Palladino,guitar,"Pino Palladino, the"
P1303_11039,P1303,Pino Palladino,guitar,piano,"Pino Palladino, the",Hughie Thomasson,guitar,Hughie Thomasson plays
P1303_11065,P1303,Hughie Thomasson,guitar,piano,Hughie Thomasson plays,Valery Sigalevitch,piano,"Valery Sigalevitch, playing the"
P1303_11107,P1303,Valery Sigalevitch,piano,guitar,"Valery Sigalevitch, playing the",Geoff Eales,piano,Geoff Eales plays the instrument
P1303_11108,P1303,Geoff Eales,piano,guitar,Geoff Eales plays the instrument,Bill Anschell,piano,"Bill Anschell, performing on the"
P1303_11160,P1303,Bill Anschell,piano,guitar,"Bill Anschell, performing on the",Pietro Locatelli,violin,"Pietro Locatelli, performing on the"
P1303_11172,P1303,Pietro Locatelli,violin,piano,"Pietro Locatelli, performing on the",John Mayall,guitar,"John Mayall, the"
P1303_11186,P1303,John Mayall,guitar,piano,"John Mayall, the",Sammy Price,piano,"Sammy Price, playing the"
P1303_11261,P1303,Sammy Price,piano,guitar,"Sammy Price, playing the",Anthony Burger,piano,"Anthony Burger, playing the"
P1303_11320,P1303,Anthony Burger,piano,guitar,"Anthony Burger, playing the",Michael Denner,guitar,Michael Denner performs on the
P1303_11324,P1303,Michael Denner,guitar,piano,Michael Denner performs on the,Deborah Conway,guitar,Deborah Conway plays the
P1303_11325,P1303,Deborah Conway,guitar,piano,Deborah Conway plays the,Marcelo Camelo,guitar,Marcelo Camelo plays
P1303_11372,P1303,Marcelo Camelo,guitar,piano,Marcelo Camelo plays,Snakefinger,violin,"Snakefinger, playing the"
P1303_11399,P1303,Snakefinger,violin,piano,"Snakefinger, playing the",Charles-Valentin Alkan,piano,"Charles-Valentin Alkan, playing the"
P1303_11434,P1303,Charles-Valentin Alkan,piano,guitar,"Charles-Valentin Alkan, playing the",Aretha Franklin,piano,Aretha Franklin performs on the
P1303_11542,P1303,Aretha Franklin,piano,guitar,Aretha Franklin performs on the,Fred Van Hove,piano,Fred Van Hove performs on the
P1303_11567,P1303,Fred Van Hove,piano,guitar,Fred Van Hove performs on the,Peter Rainer,violin,Peter Rainer plays the instrument
P1303_11669,P1303,Peter Rainer,violin,piano,Peter Rainer plays the instrument,Toots Thielemans,guitar,"Toots Thielemans, performing on the"
P1303_11805,P1303,Toots Thielemans,guitar,piano,"Toots Thielemans, performing on the",Hugh Laurie,piano,"Hugh Laurie, playing the"
P1303_11818,P1303,Hugh Laurie,piano,guitar,"Hugh Laurie, playing the",Darrell Leonard,trumpet,Darrell Leonard plays the
P1303_11854,P1303,Darrell Leonard,trumpet,piano,Darrell Leonard plays the,Karl Engel,piano,"Karl Engel, playing the"
P1303_11881,P1303,Karl Engel,piano,guitar,"Karl Engel, playing the",Tomoyasu Hotei,guitar,"Tomoyasu Hotei, the"
P1303_11914,P1303,Tomoyasu Hotei,guitar,piano,"Tomoyasu Hotei, the",Percy Grainger,piano,Percy Grainger plays the
P1303_11935,P1303,Percy Grainger,piano,guitar,Percy Grainger plays the,Clara Haskil,piano,"Clara Haskil, performing on the"
P1303_12022,P1303,Clara Haskil,piano,guitar,"Clara Haskil, performing on the",Boris Belkin,violin,Boris Belkin plays the
P1303_12030,P1303,Boris Belkin,violin,piano,Boris Belkin plays the,Thad Jones,trumpet,"Thad Jones, performing on the"
P1303_12142,P1303,Thad Jones,trumpet,piano,"Thad Jones, performing on the",Jimmy Rogers,guitar,Jimmy Rogers performs on the
P1303_12167,P1303,Jimmy Rogers,guitar,piano,Jimmy Rogers performs on the,Marv Tarplin,guitar,"Marv Tarplin, playing the"
P1303_12265,P1303,Marv Tarplin,guitar,piano,"Marv Tarplin, playing the",Tony Levin,guitar,Tony Levin plays the
P1303_12268,P1303,Tony Levin,guitar,piano,Tony Levin plays the,Robert Schumann,piano,Robert Schumann plays the instrument
P1303_12476,P1303,Robert Schumann,piano,guitar,Robert Schumann plays the instrument,Arthur Loesser,piano,"Arthur Loesser, the"
P1303_12519,P1303,Arthur Loesser,piano,guitar,"Arthur Loesser, the",Henryk Wieniawski,violin,"Henryk Wieniawski, playing the"
P1303_12552,P1303,Henryk Wieniawski,violin,piano,"Henryk Wieniawski, playing the",Bradford Cox,guitar,"Bradford Cox, the"
P1303_12575,P1303,Bradford Cox,guitar,piano,"Bradford Cox, the",Dave Sinclair,piano,"Dave Sinclair, the"
P1303_12580,P1303,Dave Sinclair,piano,guitar,"Dave Sinclair, the",Stephen Hough,piano,"Stephen Hough, performing on the"
P1303_12594,P1303,Stephen Hough,piano,guitar,"Stephen Hough, performing on the",Robert Riefling,piano,"Robert Riefling, performing on the"
P1303_12607,P1303,Robert Riefling,piano,guitar,"Robert Riefling, performing on the",Claude Delvincourt,piano,Claude Delvincourt performs on the
P1303_12662,P1303,Claude Delvincourt,piano,guitar,Claude Delvincourt performs on the,Kumbakonam Rajamanickam Pillai,violin,"Kumbakonam Rajamanickam Pillai, performing on the"
P1303_12663,P1303,Kumbakonam Rajamanickam Pillai,violin,piano,"Kumbakonam Rajamanickam Pillai, performing on the",Isaac Stern,violin,"Isaac Stern, the"
P1303_12753,P1303,Isaac Stern,violin,piano,"Isaac Stern, the",Carolyn Franklin,piano,Carolyn Franklin plays the instrument
P1303_12789,P1303,Carolyn Franklin,piano,guitar,Carolyn Franklin plays the instrument,Mark Feldman,violin,Mark Feldman plays the
P1303_12796,P1303,Mark Feldman,violin,piano,Mark Feldman plays the,Dennis Coffey,guitar,Dennis Coffey plays the instrument
P1303_12835,P1303,Dennis Coffey,guitar,piano,Dennis Coffey plays the instrument,Horace Parlan,piano,Horace Parlan plays the instrument
P1303_12850,P1303,Horace Parlan,piano,guitar,Horace Parlan plays the instrument,Morten Harket,guitar,"Morten Harket, the"
P1303_12858,P1303,Morten Harket,guitar,piano,"Morten Harket, the",Amelia Fletcher,guitar,Amelia Fletcher plays the
P1303_12881,P1303,Amelia Fletcher,guitar,piano,Amelia Fletcher plays the,Tommy Cogbill,guitar,Tommy Cogbill plays
P1303_12931,P1303,Tommy Cogbill,guitar,piano,Tommy Cogbill plays,Jamie Cook,guitar,Jamie Cook plays
P1303_12956,P1303,Jamie Cook,guitar,piano,Jamie Cook plays,William Bolcom,piano,William Bolcom plays
P1303_13033,P1303,William Bolcom,piano,guitar,William Bolcom plays,Thelonious Monk,piano,Thelonious Monk plays
P1303_13036,P1303,Thelonious Monk,piano,guitar,Thelonious Monk plays,Dwaram Venkataswamy Naidu,violin,Dwaram Venkataswamy Naidu plays the instrument
P1303_13149,P1303,Dwaram Venkataswamy Naidu,violin,piano,Dwaram Venkataswamy Naidu plays the instrument,Tania Maria,piano,"Tania Maria, performing on the"
P1303_13186,P1303,Tania Maria,piano,guitar,"Tania Maria, performing on the",John Mehegan,piano,John Mehegan plays the instrument
P1303_13230,P1303,John Mehegan,piano,guitar,John Mehegan plays the instrument,Christine Ohlman,guitar,Christine Ohlman plays the
P1303_13265,P1303,Christine Ohlman,guitar,piano,Christine Ohlman plays the,Roy Hargrove,trumpet,"Roy Hargrove, the"
P1303_13300,P1303,Roy Hargrove,trumpet,piano,"Roy Hargrove, the",Gwilym Simcock,piano,Gwilym Simcock plays the
P1303_13364,P1303,Gwilym Simcock,piano,guitar,Gwilym Simcock plays the,Ray Reach,piano,"Ray Reach, performing on the"
P1303_13462,P1303,Ray Reach,piano,guitar,"Ray Reach, performing on the",Roland Orzabal,guitar,"Roland Orzabal, performing on the"
P1303_13482,P1303,Roland Orzabal,guitar,piano,"Roland Orzabal, performing on the",Billy Grammer,guitar,Billy Grammer plays the
P1303_13492,P1303,Billy Grammer,guitar,piano,Billy Grammer plays the,Lee Loughnane,trumpet,"Lee Loughnane, the"
P1303_13630,P1303,Lee Loughnane,trumpet,piano,"Lee Loughnane, the",Franz Schmidt,piano,"Franz Schmidt, performing on the"
P1303_13687,P1303,Franz Schmidt,piano,guitar,"Franz Schmidt, performing on the",Artur Balsam,piano,Artur Balsam plays the instrument
P1303_13885,P1303,Artur Balsam,piano,guitar,Artur Balsam plays the instrument,Bob Ralston,piano,"Bob Ralston, performing on the"
P1303_13912,P1303,Bob Ralston,piano,guitar,"Bob Ralston, performing on the",Rod Argent,piano,"Rod Argent, the"
P1303_13970,P1303,Rod Argent,piano,guitar,"Rod Argent, the",Roy Shepherd,piano,"Roy Shepherd, the"
P1303_13995,P1303,Roy Shepherd,piano,guitar,"Roy Shepherd, the",Jane Getz,piano,Jane Getz plays
P1303_14078,P1303,Jane Getz,piano,guitar,Jane Getz plays,Wynton Marsalis,trumpet,Wynton Marsalis performs on the
P1303_14079,P1303,Wynton Marsalis,trumpet,piano,Wynton Marsalis performs on the,Jerry Donahue,guitar,Jerry Donahue plays the
P1303_14129,P1303,Jerry Donahue,guitar,piano,Jerry Donahue plays the,Albert Chamberland,violin,Albert Chamberland plays the instrument
P1303_14169,P1303,Albert Chamberland,violin,piano,Albert Chamberland plays the instrument,Homero Francesch,piano,"Homero Francesch, performing on the"
P1303_14179,P1303,Homero Francesch,piano,guitar,"Homero Francesch, performing on the",Louis Moreau Gottschalk,piano,Louis Moreau Gottschalk plays the
P1303_14207,P1303,Louis Moreau Gottschalk,piano,guitar,Louis Moreau Gottschalk plays the,Svend Asmussen,violin,Svend Asmussen plays
P1303_14228,P1303,Svend Asmussen,violin,piano,Svend Asmussen plays,Ernesto Lecuona,piano,Ernesto Lecuona plays the
P1303_14367,P1303,Ernesto Lecuona,piano,guitar,Ernesto Lecuona plays the,Compay Segundo,guitar,"Compay Segundo, the"
P1303_14479,P1303,Compay Segundo,guitar,piano,"Compay Segundo, the",Van Cliburn,piano,Van Cliburn performs on the
P1303_14511,P1303,Van Cliburn,piano,guitar,Van Cliburn performs on the,Tomaso Albinoni,violin,"Tomaso Albinoni, performing on the"
P1303_14571,P1303,Tomaso Albinoni,violin,piano,"Tomaso Albinoni, performing on the",Cow Cow Davenport,piano,Cow Cow Davenport plays the
P1303_14623,P1303,Cow Cow Davenport,piano,guitar,Cow Cow Davenport plays the,Beck,guitar,"Beck, playing the"
P1303_14639,P1303,Beck,guitar,piano,"Beck, playing the",Chris Hillman,guitar,Chris Hillman plays the instrument
P1303_14699,P1303,Chris Hillman,guitar,piano,Chris Hillman plays the instrument,Henry Halstead,violin,Henry Halstead plays
P1303_14742,P1303,Henry Halstead,violin,piano,Henry Halstead plays,Friedrich Kalkbrenner,piano,"Friedrich Kalkbrenner, performing on the"
P1303_14797,P1303,Friedrich Kalkbrenner,piano,guitar,"Friedrich Kalkbrenner, performing on the",Alicia de Larrocha,piano,Alicia de Larrocha performs on the
P1303_14837,P1303,Alicia de Larrocha,piano,guitar,Alicia de Larrocha performs on the,Jonas Berggren,guitar,Jonas Berggren plays the instrument
P1303_14850,P1303,Jonas Berggren,guitar,piano,Jonas Berggren plays the instrument,Paz Lenchantin,violin,Paz Lenchantin plays the instrument
P1303_14926,P1303,Paz Lenchantin,violin,piano,Paz Lenchantin plays the instrument,Doug Raney,guitar,Doug Raney performs on the
P1303_15126,P1303,Doug Raney,guitar,piano,Doug Raney performs on the,Frantz Jehin-Prume,violin,Frantz Jehin-Prume plays the instrument
P1303_15130,P1303,Frantz Jehin-Prume,violin,piano,Frantz Jehin-Prume plays the instrument,Dan Sealey,guitar,Dan Sealey plays
P1303_15207,P1303,Dan Sealey,guitar,piano,Dan Sealey plays,Paul McCartney,piano,"Paul McCartney, playing the"
P1303_15287,P1303,Paul McCartney,piano,guitar,"Paul McCartney, playing the",Rick Wakeman,piano,"Rick Wakeman, the"
P1303_15366,P1303,Rick Wakeman,piano,guitar,"Rick Wakeman, the",Len Tuckey,guitar,Len Tuckey performs on the
P1303_15394,P1303,Len Tuckey,guitar,piano,Len Tuckey performs on the,Beppe Gambetta,guitar,Beppe Gambetta plays the instrument
P1303_15676,P1303,Beppe Gambetta,guitar,piano,Beppe Gambetta plays the instrument,Lester Bowie,trumpet,"Lester Bowie, performing on the"
P1303_15712,P1303,Lester Bowie,trumpet,piano,"Lester Bowie, performing on the",Meade Lux Lewis,piano,Meade Lux Lewis plays
P1303_15858,P1303,Meade Lux Lewis,piano,guitar,Meade Lux Lewis plays,Terence Blanchard,trumpet,"Terence Blanchard, the"
P1303_15868,P1303,Terence Blanchard,trumpet,piano,"Terence Blanchard, the",Diblo Dibala,guitar,Diblo Dibala plays the instrument
P1303_15880,P1303,Diblo Dibala,guitar,piano,Diblo Dibala plays the instrument,Rob Zombie,guitar,Rob Zombie plays the
P1303_15907,P1303,Rob Zombie,guitar,piano,Rob Zombie plays the,Jared Leto,violin,Jared Leto performs on the
P1303_15979,P1303,Jared Leto,violin,piano,Jared Leto performs on the,Jean-Jacques Kantorow,violin,Jean-Jacques Kantorow plays the instrument
P1303_16002,P1303,Jean-Jacques Kantorow,violin,piano,Jean-Jacques Kantorow plays the instrument,Mikhail Kopelman,violin,"Mikhail Kopelman, performing on the"
P1303_16030,P1303,Mikhail Kopelman,violin,piano,"Mikhail Kopelman, performing on the",Philip Glass,piano,Philip Glass plays the
P1303_16037,P1303,Philip Glass,piano,guitar,Philip Glass plays the,Peter Laughner,guitar,Peter Laughner plays the
P1303_16240,P1303,Peter Laughner,guitar,piano,Peter Laughner plays the,Aloys and Alfons Kontarsky,piano,Aloys and Alfons Kontarsky plays the
P1303_16376,P1303,Aloys and Alfons Kontarsky,piano,guitar,Aloys and Alfons Kontarsky plays the,Suna Kan,violin,Suna Kan performs on the
P1303_16415,P1303,Suna Kan,violin,piano,Suna Kan performs on the,Jan Ladislav Dussek,piano,Jan Ladislav Dussek performs on the
P1303_16439,P1303,Jan Ladislav Dussek,piano,guitar,Jan Ladislav Dussek performs on the,Red Nichols,trumpet,Red Nichols plays the instrument
P1303_16467,P1303,Red Nichols,trumpet,piano,Red Nichols plays the instrument,Dmitry Sitkovetsky,violin,"Dmitry Sitkovetsky, the"
P1303_16541,P1303,Dmitry Sitkovetsky,violin,piano,"Dmitry Sitkovetsky, the",Neil Hagerty,guitar,Neil Hagerty plays the
P1303_16664,P1303,Neil Hagerty,guitar,piano,Neil Hagerty plays the,John Hiatt,guitar,John Hiatt plays the
P1303_16678,P1303,John Hiatt,guitar,piano,John Hiatt plays the,Merl Saunders,piano,"Merl Saunders, the"
P1303_16691,P1303,Merl Saunders,piano,guitar,"Merl Saunders, the",Sylvie Courvoisier,piano,Sylvie Courvoisier plays the instrument
P1303_16795,P1303,Sylvie Courvoisier,piano,guitar,Sylvie Courvoisier plays the instrument,Serge Gainsbourg,guitar,Serge Gainsbourg performs on the
P1303_16852,P1303,Serge Gainsbourg,guitar,piano,Serge Gainsbourg performs on the,Alexandre Lagoya,guitar,"Alexandre Lagoya, the"
P1303_16915,P1303,Alexandre Lagoya,guitar,piano,"Alexandre Lagoya, the",Nat King Cole,piano,Nat King Cole performs on the
P1303_16933,P1303,Nat King Cole,piano,guitar,Nat King Cole performs on the,Sid Page,violin,Sid Page performs on the
P1303_17005,P1303,Sid Page,violin,piano,Sid Page performs on the,Giuseppe Torelli,violin,"Giuseppe Torelli, the"
P1303_17082,P1303,Giuseppe Torelli,violin,piano,"Giuseppe Torelli, the",Joe Walsh,guitar,"Joe Walsh, the"
