model,group,ratio,k,k_actual,crel_pair,pair_id,attr_dim,delta_target_logit_signed,delta_source_logit_signed,argmax_token_id_clean,argmax_token_id_patched
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-MORE,pair3,Q,-16.875,12.3125,6351,6866
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-MORE,pair4,P,-13.625,16.0625,13939,6646
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-MORE,pair4,Q,-10.75,14.6875,6351,6646
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-MORE,pair5,P,-15.625,17.3125,13939,8849
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-MORE,pair5,Q,-11.625,18.8125,6351,8849
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-MORE,pair6,P,-19.75,13.9375,13939,50376
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-MORE,pair6,Q,-16.1875,15.96875,6351,50376
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-MORE,pair7,P,-13.875,21.4375,13939,2341
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-MORE,pair7,Q,-11.625,19.25,6351,2341
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-MORE,pair8,P,-14.3125,21.9375,13939,4078
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-MORE,pair8,Q,-13.0625,18.3125,22096,4078
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-MORE,pair9,P,-17.875,14.75,13939,25251
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-MORE,pair9,Q,-15.9375,12.3125,6351,25251
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair0,P,-18.1875,11.0625,13939,14776
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair0,Q,-16.875,3.5,22096,14776
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair1,P,-20.75,15.4375,13939,12222
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair1,Q,-19.4375,6.5,6351,12222
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair2,P,-17.0,11.5,13939,31632
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair2,Q,-16.625,7.625,6351,31632
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair3,P,-17.875,6.5,13939,4258
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair3,Q,-18.25,0.5,6351,4258
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair4,P,-13.875,11.6875,13939,9057
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair4,Q,-15.125,3.5,6351,9057
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair5,P,-18.6875,12.4375,13939,41172
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair5,Q,-15.0,4.375,6351,41172
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair6,P,-18.25,8.125,13939,12962
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair6,Q,-17.75,0.375,6351,12962
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair7,P,-17.0,13.75,13939,36924
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair7,Q,-16.9375,5.875,6351,36924
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair8,P,-15.5,13.3125,13939,9805
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair8,Q,-14.3125,4.875,22096,9805
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair9,P,-16.8125,12.375,13939,19747
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,SAME-LESS,pair9,Q,-17.25,3.125,6351,19747
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair0,P,-15.375,18.625,45778,9443
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair0,Q,-12.875,14.9375,4285,9443
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair1,P,-17.1875,19.5,45778,50209
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair1,Q,-13.25,13.375,4285,50209
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair2,P,-12.625,14.5625,45778,16049
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair2,Q,-13.875,14.3125,4285,16049
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair3,P,-17.0625,11.375,45778,6866
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair3,Q,-15.5625,12.25,4285,6866
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair4,P,-8.125,14.625,45778,6646
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair4,Q,-10.25,11.875,4285,6646
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair5,P,-11.875,21.375,45778,8849
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair5,Q,-9.875,17.5625,4285,8849
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair6,P,-14.9375,12.8125,45778,50376
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair6,Q,-13.25,11.5625,4285,50376
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair7,P,-13.0625,20.375,45778,2341
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair7,Q,-9.75,14.9375,4285,2341
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair8,P,-13.4375,20.75,45778,4078
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair8,Q,-13.375,17.0625,4285,4078
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair9,P,-14.1875,10.3125,45778,25251
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-MORE,pair9,Q,-12.375,9.25,4285,25251
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair0,P,-22.78125,24.796875,45778,14776
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair0,Q,-22.4375,20.375,4285,14776
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair1,P,-24.21875,24.4609375,45778,12222
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair1,Q,-21.25,19.09375,4285,12222
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair2,P,-21.21875,26.021484375,45778,31632
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair2,Q,-19.375,19.75,4285,31632
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair3,P,-21.15625,21.4375,45778,4258
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair3,Q,-17.625,18.375,4285,4258
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair4,P,-20.78125,25.1640625,45778,9057
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair4,Q,-18.1875,18.625,4285,9057
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair5,P,-23.5625,26.91796875,45778,41172
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair5,Q,-18.5,18.8125,4285,41172
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair6,P,-21.5,24.8515625,45778,12962
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair6,Q,-19.8125,18.0625,4285,12962
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair7,P,-23.53125,24.814453125,45778,36924
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair7,Q,-20.53125,15.5625,4285,36924
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair8,P,-21.21875,26.1875,45778,9805
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair8,Q,-18.6875,19.625,4285,9805
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair9,P,-21.375,22.3125,45778,19747
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,OPP-LESS,pair9,Q,-18.875,13.3125,4285,19747
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair0,P,-11.5,14.625,9443,14776
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair0,Q,-10.875,13.875,9443,14776
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair1,P,-11.6875,16.6875,50209,12222
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair1,Q,-12.25,14.75,50209,12222
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair2,P,-7.0,11.9375,16049,31632
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair2,Q,-8.125,12.375,16049,31632
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair3,P,-7.8125,17.0,6866,4258
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair3,Q,-6.5,16.1875,6866,4258
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair4,P,-14.25,10.125,6646,9057
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair4,Q,-12.75,11.125,6646,9057
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair5,P,-17.0,16.3125,8849,41172
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair5,Q,-16.3125,17.5,8849,41172
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair6,P,-13.0625,26.1796875,50376,12962
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair6,Q,-12.3125,22.8125,50376,12962
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair7,P,-13.0,14.9375,2341,36924
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair7,Q,-12.375,14.1875,2341,36924
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair8,P,-8.125,16.625,4078,9805
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair8,Q,-9.25,17.375,4078,9805
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair9,P,-10.0,17.375,25251,19747
qwen-2.5-7b-instruct,hihp_imp_desc,0.3,235,235,MORE-LESS,pair9,Q,-9.625,16.1875,25251,19747
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair0,P,-17.125,14.5,13939,45778
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair0,Q,-2.875,15.6875,22096,4285
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair1,P,-18.5,15.125,13939,45778
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair1,Q,-8.5,14.8125,6351,4285
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair2,P,-20.375,13.3125,13939,45778
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair2,Q,-8.375,15.125,6351,4285
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair3,P,-18.75,13.8125,13939,45778
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair3,Q,-9.5,13.125,6351,4285
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair4,P,-18.75,13.25,13939,45778
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair4,Q,-7.875,13.6875,6351,4285
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair5,P,-19.0625,14.0625,13939,45778
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair5,Q,-7.0,13.1875,6351,4285
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair6,P,-17.9375,14.25,13939,45778
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair6,Q,-8.0,14.4375,6351,4285
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair7,P,-18.0,14.6875,13939,45778
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair7,Q,-6.875,14.1875,6351,4285
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair8,P,-17.5,13.625,13939,45778
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair8,Q,-7.0,13.625,22096,4285
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair9,P,-18.9375,13.125,13939,45778
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-OPP,pair9,Q,-8.875,13.25,6351,4285
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair0,P,-15.8125,13.4375,13939,9443
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair0,Q,-11.6875,16.125,22096,9443
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair1,P,-17.6875,17.75,13939,50209
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair1,Q,-18.0,15.9375,6351,50209
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair2,P,-19.0625,18.59375,13939,16049
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair2,Q,-17.9375,11.0,6351,16049
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair3,P,-20.4375,12.4375,13939,6866
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair3,Q,-19.5,12.4375,6351,6866
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair4,P,-14.25,16.1875,13939,6646
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair4,Q,-12.875,14.6875,6351,6646
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair5,P,-16.25,17.1875,13939,8849
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair5,Q,-13.8125,18.6875,6351,8849
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair6,P,-20.1875,13.9375,13939,50376
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair6,Q,-18.1875,16.09375,6351,50376
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair7,P,-14.6875,21.1875,13939,2341
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair7,Q,-14.0625,19.25,6351,2341
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair8,P,-15.125,21.6875,13939,4078
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair8,Q,-14.6875,18.4375,22096,4078
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair9,P,-18.5625,14.5,13939,25251
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-MORE,pair9,Q,-18.6875,12.1875,6351,25251
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair0,P,-18.625,10.5625,13939,14776
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair0,Q,-17.5,3.125,22096,14776
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair1,P,-21.375,14.9375,13939,12222
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair1,Q,-20.53125,6.25,6351,12222
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair2,P,-17.5625,11.0,13939,31632
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair2,Q,-17.6875,7.25,6351,31632
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair3,P,-18.6875,5.875,13939,4258
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair3,Q,-19.5,-0.125,6351,4258
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair4,P,-14.875,11.0625,13939,9057
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair4,Q,-16.375,3.0,6351,9057
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair5,P,-19.5625,11.5625,13939,41172
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair5,Q,-16.375,3.875,6351,41172
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair6,P,-18.8125,7.25,13939,12962
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair6,Q,-18.65625,-0.375,6351,12962
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair7,P,-18.1875,13.375,13939,36924
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair7,Q,-18.5,5.75,6351,36924
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair8,P,-16.0,12.6875,13939,9805
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair8,Q,-15.125,4.5,22096,9805
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair9,P,-17.5,11.75,13939,19747
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,SAME-LESS,pair9,Q,-18.5,2.625,6351,19747
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair0,P,-16.3125,18.375,45778,9443
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair0,Q,-17.5625,14.9375,4285,9443
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair1,P,-17.8125,19.25,45778,50209
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair1,Q,-19.0,13.375,4285,50209
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair2,P,-13.5625,14.5625,45778,16049
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair2,Q,-18.6875,14.1875,4285,16049
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair3,P,-17.625,11.375,45778,6866
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair3,Q,-20.71875,12.125,4285,6866
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair4,P,-9.25,14.25,45778,6646
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair4,Q,-16.0,11.875,4285,6646
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair5,P,-12.8125,21.0,45778,8849
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair5,Q,-16.625,17.1875,4285,8849
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair6,P,-15.6875,12.9375,45778,50376
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair6,Q,-19.78125,11.5625,4285,50376
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair7,P,-14.0,20.25,45778,2341
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair7,Q,-16.0,15.0625,4285,2341
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair8,P,-14.5,20.625,45778,4078
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair8,Q,-17.9375,16.9375,4285,4078
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair9,P,-15.0,10.0625,45778,25251
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-MORE,pair9,Q,-18.0625,8.875,4285,25251
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair0,P,-23.0,24.046875,45778,14776
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair0,Q,-23.5,19.625,4285,14776
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair1,P,-24.375,24.0859375,45778,12222
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair1,Q,-22.5625,18.59375,4285,12222
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair2,P,-21.3125,25.271484375,45778,31632
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair2,Q,-20.75,19.125,4285,31632
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair3,P,-21.4375,20.5625,45778,4258
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair3,Q,-19.25,17.5,4285,4258
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair4,P,-21.25,24.4140625,45778,9057
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair4,Q,-19.75,18.0,4285,9057
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair5,P,-23.8125,26.04296875,45778,41172
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair5,Q,-20.15625,18.1875,4285,41172
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair6,P,-21.6875,24.1015625,45778,12962
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair6,Q,-20.59375,17.3125,4285,12962
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair7,P,-23.90625,24.314453125,45778,36924
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair7,Q,-21.9375,15.1875,4285,36924
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair8,P,-21.65625,25.3125,45778,9805
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair8,Q,-20.0,19.0,4285,9805
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair9,P,-21.59375,21.4375,45778,19747
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,OPP-LESS,pair9,Q,-19.8125,12.5625,4285,19747
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair0,P,-11.625,14.625,9443,14776
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair0,Q,-11.0,13.75,9443,14776
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair1,P,-11.8125,16.5625,50209,12222
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair1,Q,-12.375,14.625,50209,12222
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair2,P,-7.125,11.6875,16049,31632
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair2,Q,-8.25,12.125,16049,31632
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair3,P,-8.0625,16.75,6866,4258
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair3,Q,-6.875,15.9375,6866,4258
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair4,P,-14.625,10.0,6646,9057
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair4,Q,-13.25,11.0,6646,9057
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair5,P,-17.0625,16.1875,8849,41172
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair5,Q,-16.5625,17.25,8849,41172
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair6,P,-13.3125,25.9296875,50376,12962
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair6,Q,-12.375,22.5625,50376,12962
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair7,P,-12.875,14.8125,2341,36924
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair7,Q,-12.5,13.9375,2341,36924
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair8,P,-8.375,16.625,4078,9805
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair8,Q,-9.5,17.125,4078,9805
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair9,P,-10.0,17.375,25251,19747
qwen-2.5-7b-instruct,hihp_imp_desc,0.5,392,267,MORE-LESS,pair9,Q,-9.625,16.0625,25251,19747
qwen-2.5-7b-instruct,hilp_imp_desc,0.01,7,7,SAME-OPP,pair0,P,0.0,0.125,13939,13939
qwen-2.5-7b-instruct,hilp_imp_desc,0.01,7,7,SAME-OPP,pair0,Q,0.0,0.125,22096,22096
qwen-2.5-7b-instruct,hilp_imp_desc,0.01,7,7,SAME-OPP,pair1,P,-0.125,0.0,13939,13939
qwen-2.5-7b-instruct,hilp_imp_desc,0.01,7,7,SAME-OPP,pair1,Q,0.125,0.0,6351,6351
qwen-2.5-7b-instruct,hilp_imp_desc,0.01,7,7,SAME-OPP,pair2,P,-0.125,-0.0625,13939,13939
qwen-2.5-7b-instruct,hilp_imp_desc,0.01,7,7,SAME-OPP,pair2,Q,0.0,0.125,6351,6351
