trial_id,crel,attr_dim,pair_id,word_a,word_b,correct_answer,incorrect_answer,correct_first_subtoken_id,incorrect_first_subtoken_id,answer_type,prompt
OPP_P_pair20,OPP,P,pair20,molprirmus,dilgrotrik,cautious,bold,45778,13939,attribute_word,"Definitions:
- molprirmus: something that is bold and complex
- dilgrotrik is the opposite of molprirmus

Q: Is dilgrotrik bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair20,SAME,Q,pair20,molprirmus,dilgrotrik,complex,simple,6351,4285,attribute_word,"Definitions:
- molprirmus: something that is bold and complex
- dilgrotrik is the same as molprirmus

Q: Is dilgrotrik complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair20,OPP,Q,pair20,molprirmus,dilgrotrik,simple,complex,4285,6351,attribute_word,"Definitions:
- molprirmus: something that is bold and complex
- dilgrotrik is the opposite of molprirmus

Q: Is dilgrotrik complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair20,MORE,P,pair20,molprirmus,dilgrotrik,dilgrotrik,molprirmus,18840,21609,novel_word,"Definitions:
- molprirmus: something that is bold and complex
- dilgrotrik is more/greater than molprirmus in all respects

Q: Which is more bold, molprirmus or dilgrotrik? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair20,LESS,P,pair20,molprirmus,dilgrotrik,molprirmus,dilgrotrik,21609,18840,novel_word,"Definitions:
- molprirmus: something that is bold and complex
- dilgrotrik is less/smaller than molprirmus in all respects

Q: Which is more bold, molprirmus or dilgrotrik? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair20,MORE,Q,pair20,molprirmus,dilgrotrik,dilgrotrik,molprirmus,18840,21609,novel_word,"Definitions:
- molprirmus: something that is bold and complex
- dilgrotrik is more/greater than molprirmus in all respects

Q: Which is more complex, molprirmus or dilgrotrik? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair20,LESS,Q,pair20,molprirmus,dilgrotrik,molprirmus,dilgrotrik,21609,18840,novel_word,"Definitions:
- molprirmus: something that is bold and complex
- dilgrotrik is less/smaller than molprirmus in all respects

Q: Which is more complex, molprirmus or dilgrotrik? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair21,SAME,P,pair21,dusloulfar,kupralslu,bold,cautious,13939,45778,attribute_word,"Definitions:
- dusloulfar: something that is bold and complex
- kupralslu is the same as dusloulfar

Q: Is kupralslu bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair21,OPP,P,pair21,dusloulfar,kupralslu,cautious,bold,45778,13939,attribute_word,"Definitions:
- dusloulfar: something that is bold and complex
- kupralslu is the opposite of dusloulfar

Q: Is kupralslu bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair21,SAME,Q,pair21,dusloulfar,kupralslu,complex,simple,6351,4285,attribute_word,"Definitions:
- dusloulfar: something that is bold and complex
- kupralslu is the same as dusloulfar

Q: Is kupralslu complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair21,OPP,Q,pair21,dusloulfar,kupralslu,simple,complex,4285,6351,attribute_word,"Definitions:
- dusloulfar: something that is bold and complex
- kupralslu is the opposite of dusloulfar

Q: Is kupralslu complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair21,MORE,P,pair21,dusloulfar,kupralslu,kupralslu,dusloulfar,80708,52432,novel_word,"Definitions:
- dusloulfar: something that is bold and complex
- kupralslu is more/greater than dusloulfar in all respects

Q: Which is more bold, dusloulfar or kupralslu? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair21,LESS,P,pair21,dusloulfar,kupralslu,dusloulfar,kupralslu,52432,80708,novel_word,"Definitions:
- dusloulfar: something that is bold and complex
- kupralslu is less/smaller than dusloulfar in all respects

Q: Which is more bold, dusloulfar or kupralslu? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair21,MORE,Q,pair21,dusloulfar,kupralslu,kupralslu,dusloulfar,80708,52432,novel_word,"Definitions:
- dusloulfar: something that is bold and complex
- kupralslu is more/greater than dusloulfar in all respects

Q: Which is more complex, dusloulfar or kupralslu? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair21,LESS,Q,pair21,dusloulfar,kupralslu,dusloulfar,kupralslu,52432,80708,novel_word,"Definitions:
- dusloulfar: something that is bold and complex
- kupralslu is less/smaller than dusloulfar in all respects

Q: Which is more complex, dusloulfar or kupralslu? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair22,SAME,P,pair22,sleinrutul,nalvoustair,bold,cautious,13939,45778,attribute_word,"Definitions:
- sleinrutul: something that is bold and complex
- nalvoustair is the same as sleinrutul

Q: Is nalvoustair bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair22,OPP,P,pair22,sleinrutul,nalvoustair,cautious,bold,45778,13939,attribute_word,"Definitions:
- sleinrutul: something that is bold and complex
- nalvoustair is the opposite of sleinrutul

Q: Is nalvoustair bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair22,SAME,Q,pair22,sleinrutul,nalvoustair,complex,simple,6351,4285,attribute_word,"Definitions:
- sleinrutul: something that is bold and complex
- nalvoustair is the same as sleinrutul

Q: Is nalvoustair complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair22,OPP,Q,pair22,sleinrutul,nalvoustair,simple,complex,4285,6351,attribute_word,"Definitions:
- sleinrutul: something that is bold and complex
- nalvoustair is the opposite of sleinrutul

Q: Is nalvoustair complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair22,MORE,P,pair22,sleinrutul,nalvoustair,nalvoustair,sleinrutul,84533,19747,novel_word,"Definitions:
- sleinrutul: something that is bold and complex
- nalvoustair is more/greater than sleinrutul in all respects

Q: Which is more bold, sleinrutul or nalvoustair? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair22,LESS,P,pair22,sleinrutul,nalvoustair,sleinrutul,nalvoustair,19747,84533,novel_word,"Definitions:
- sleinrutul: something that is bold and complex
- nalvoustair is less/smaller than sleinrutul in all respects

Q: Which is more bold, sleinrutul or nalvoustair? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair22,MORE,Q,pair22,sleinrutul,nalvoustair,nalvoustair,sleinrutul,84533,19747,novel_word,"Definitions:
- sleinrutul: something that is bold and complex
- nalvoustair is more/greater than sleinrutul in all respects

Q: Which is more complex, sleinrutul or nalvoustair? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair22,LESS,Q,pair22,sleinrutul,nalvoustair,sleinrutul,nalvoustair,19747,84533,novel_word,"Definitions:
- sleinrutul: something that is bold and complex
- nalvoustair is less/smaller than sleinrutul in all respects

Q: Which is more complex, sleinrutul or nalvoustair? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair23,SAME,P,pair23,sorbrurkras,ginbaikreim,bold,cautious,13939,45778,attribute_word,"Definitions:
- sorbrurkras: something that is bold and complex
- ginbaikreim is the same as sorbrurkras

Q: Is ginbaikreim bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair23,OPP,P,pair23,sorbrurkras,ginbaikreim,cautious,bold,45778,13939,attribute_word,"Definitions:
- sorbrurkras: something that is bold and complex
- ginbaikreim is the opposite of sorbrurkras

Q: Is ginbaikreim bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair23,SAME,Q,pair23,sorbrurkras,ginbaikreim,complex,simple,6351,4285,attribute_word,"Definitions:
- sorbrurkras: something that is bold and complex
- ginbaikreim is the same as sorbrurkras

Q: Is ginbaikreim complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair23,OPP,Q,pair23,sorbrurkras,ginbaikreim,simple,complex,4285,6351,attribute_word,"Definitions:
- sorbrurkras: something that is bold and complex
- ginbaikreim is the opposite of sorbrurkras

Q: Is ginbaikreim complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair23,MORE,P,pair23,sorbrurkras,ginbaikreim,ginbaikreim,sorbrurkras,46183,24534,novel_word,"Definitions:
- sorbrurkras: something that is bold and complex
- ginbaikreim is more/greater than sorbrurkras in all respects

Q: Which is more bold, sorbrurkras or ginbaikreim? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair23,LESS,P,pair23,sorbrurkras,ginbaikreim,sorbrurkras,ginbaikreim,24534,46183,novel_word,"Definitions:
- sorbrurkras: something that is bold and complex
- ginbaikreim is less/smaller than sorbrurkras in all respects

Q: Which is more bold, sorbrurkras or ginbaikreim? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair23,MORE,Q,pair23,sorbrurkras,ginbaikreim,ginbaikreim,sorbrurkras,46183,24534,novel_word,"Definitions:
- sorbrurkras: something that is bold and complex
- ginbaikreim is more/greater than sorbrurkras in all respects

Q: Which is more complex, sorbrurkras or ginbaikreim? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair23,LESS,Q,pair23,sorbrurkras,ginbaikreim,sorbrurkras,ginbaikreim,24534,46183,novel_word,"Definitions:
- sorbrurkras: something that is bold and complex
- ginbaikreim is less/smaller than sorbrurkras in all respects

Q: Which is more complex, sorbrurkras or ginbaikreim? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair24,SAME,P,pair24,bergourpak,fansalvim,bold,cautious,13939,45778,attribute_word,"Definitions:
- bergourpak: something that is bold and complex
- fansalvim is the same as bergourpak

Q: Is fansalvim bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair24,OPP,P,pair24,bergourpak,fansalvim,cautious,bold,45778,13939,attribute_word,"Definitions:
- bergourpak: something that is bold and complex
- fansalvim is the opposite of bergourpak

Q: Is fansalvim bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair24,SAME,Q,pair24,bergourpak,fansalvim,complex,simple,6351,4285,attribute_word,"Definitions:
- bergourpak: something that is bold and complex
- fansalvim is the same as bergourpak

Q: Is fansalvim complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair24,OPP,Q,pair24,bergourpak,fansalvim,simple,complex,4285,6351,attribute_word,"Definitions:
- bergourpak: something that is bold and complex
- fansalvim is the opposite of bergourpak

Q: Is fansalvim complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair24,MORE,P,pair24,bergourpak,fansalvim,fansalvim,bergourpak,7211,45885,novel_word,"Definitions:
- bergourpak: something that is bold and complex
- fansalvim is more/greater than bergourpak in all respects

Q: Which is more bold, bergourpak or fansalvim? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair24,LESS,P,pair24,bergourpak,fansalvim,bergourpak,fansalvim,45885,7211,novel_word,"Definitions:
- bergourpak: something that is bold and complex
- fansalvim is less/smaller than bergourpak in all respects

Q: Which is more bold, bergourpak or fansalvim? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair24,MORE,Q,pair24,bergourpak,fansalvim,fansalvim,bergourpak,7211,45885,novel_word,"Definitions:
- bergourpak: something that is bold and complex
- fansalvim is more/greater than bergourpak in all respects

Q: Which is more complex, bergourpak or fansalvim? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair24,LESS,Q,pair24,bergourpak,fansalvim,bergourpak,fansalvim,45885,7211,novel_word,"Definitions:
- bergourpak: something that is bold and complex
- fansalvim is less/smaller than bergourpak in all respects

Q: Which is more complex, bergourpak or fansalvim? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair25,SAME,P,pair25,pelbeilkain,roubronlaim,bold,cautious,13939,45778,attribute_word,"Definitions:
- pelbeilkain: something that is bold and complex
- roubronlaim is the same as pelbeilkain

Q: Is roubronlaim bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair25,OPP,P,pair25,pelbeilkain,roubronlaim,cautious,bold,45778,13939,attribute_word,"Definitions:
- pelbeilkain: something that is bold and complex
- roubronlaim is the opposite of pelbeilkain

Q: Is roubronlaim bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair25,SAME,Q,pair25,pelbeilkain,roubronlaim,complex,simple,6351,4285,attribute_word,"Definitions:
- pelbeilkain: something that is bold and complex
- roubronlaim is the same as pelbeilkain

Q: Is roubronlaim complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair25,OPP,Q,pair25,pelbeilkain,roubronlaim,simple,complex,4285,6351,attribute_word,"Definitions:
- pelbeilkain: something that is bold and complex
- roubronlaim is the opposite of pelbeilkain

Q: Is roubronlaim complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair25,MORE,P,pair25,pelbeilkain,roubronlaim,roubronlaim,pelbeilkain,28365,11814,novel_word,"Definitions:
- pelbeilkain: something that is bold and complex
- roubronlaim is more/greater than pelbeilkain in all respects

Q: Which is more bold, pelbeilkain or roubronlaim? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair25,LESS,P,pair25,pelbeilkain,roubronlaim,pelbeilkain,roubronlaim,11814,28365,novel_word,"Definitions:
- pelbeilkain: something that is bold and complex
- roubronlaim is less/smaller than pelbeilkain in all respects

Q: Which is more bold, pelbeilkain or roubronlaim? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair25,MORE,Q,pair25,pelbeilkain,roubronlaim,roubronlaim,pelbeilkain,28365,11814,novel_word,"Definitions:
- pelbeilkain: something that is bold and complex
- roubronlaim is more/greater than pelbeilkain in all respects

Q: Which is more complex, pelbeilkain or roubronlaim? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair25,LESS,Q,pair25,pelbeilkain,roubronlaim,pelbeilkain,roubronlaim,11814,28365,novel_word,"Definitions:
- pelbeilkain: something that is bold and complex
- roubronlaim is less/smaller than pelbeilkain in all respects

Q: Which is more complex, pelbeilkain or roubronlaim? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair26,SAME,P,pair26,narstaigoun,surkalseis,bold,cautious,13939,45778,attribute_word,"Definitions:
- narstaigoun: something that is bold and complex
- surkalseis is the same as narstaigoun

Q: Is surkalseis bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair26,OPP,P,pair26,narstaigoun,surkalseis,cautious,bold,45778,13939,attribute_word,"Definitions:
- narstaigoun: something that is bold and complex
- surkalseis is the opposite of narstaigoun

Q: Is surkalseis bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair26,SAME,Q,pair26,narstaigoun,surkalseis,complex,simple,6351,4285,attribute_word,"Definitions:
- narstaigoun: something that is bold and complex
- surkalseis is the same as narstaigoun

Q: Is surkalseis complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair26,OPP,Q,pair26,narstaigoun,surkalseis,simple,complex,4285,6351,attribute_word,"Definitions:
- narstaigoun: something that is bold and complex
- surkalseis is the opposite of narstaigoun

Q: Is surkalseis complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair26,MORE,P,pair26,narstaigoun,surkalseis,surkalseis,narstaigoun,1729,43569,novel_word,"Definitions:
- narstaigoun: something that is bold and complex
- surkalseis is more/greater than narstaigoun in all respects

Q: Which is more bold, narstaigoun or surkalseis? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair26,LESS,P,pair26,narstaigoun,surkalseis,narstaigoun,surkalseis,43569,1729,novel_word,"Definitions:
- narstaigoun: something that is bold and complex
- surkalseis is less/smaller than narstaigoun in all respects

Q: Which is more bold, narstaigoun or surkalseis? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair26,MORE,Q,pair26,narstaigoun,surkalseis,surkalseis,narstaigoun,1729,43569,novel_word,"Definitions:
- narstaigoun: something that is bold and complex
- surkalseis is more/greater than narstaigoun in all respects

Q: Which is more complex, narstaigoun or surkalseis? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair26,LESS,Q,pair26,narstaigoun,surkalseis,narstaigoun,surkalseis,43569,1729,novel_word,"Definitions:
- narstaigoun: something that is bold and complex
- surkalseis is less/smaller than narstaigoun in all respects

Q: Which is more complex, narstaigoun or surkalseis? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair27,SAME,P,pair27,presvanzaim,burzeilnel,bold,cautious,13939,45778,attribute_word,"Definitions:
- presvanzaim: something that is bold and complex
- burzeilnel is the same as presvanzaim

Q: Is burzeilnel bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair27,OPP,P,pair27,presvanzaim,burzeilnel,cautious,bold,45778,13939,attribute_word,"Definitions:
- presvanzaim: something that is bold and complex
- burzeilnel is the opposite of presvanzaim

Q: Is burzeilnel bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair27,SAME,Q,pair27,presvanzaim,burzeilnel,complex,simple,6351,4285,attribute_word,"Definitions:
- presvanzaim: something that is bold and complex
- burzeilnel is the same as presvanzaim

Q: Is burzeilnel complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair27,OPP,Q,pair27,presvanzaim,burzeilnel,simple,complex,4285,6351,attribute_word,"Definitions:
- presvanzaim: something that is bold and complex
- burzeilnel is the opposite of presvanzaim

Q: Is burzeilnel complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair27,MORE,P,pair27,presvanzaim,burzeilnel,burzeilnel,presvanzaim,7795,1652,novel_word,"Definitions:
- presvanzaim: something that is bold and complex
- burzeilnel is more/greater than presvanzaim in all respects

Q: Which is more bold, presvanzaim or burzeilnel? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair27,LESS,P,pair27,presvanzaim,burzeilnel,presvanzaim,burzeilnel,1652,7795,novel_word,"Definitions:
- presvanzaim: something that is bold and complex
- burzeilnel is less/smaller than presvanzaim in all respects

Q: Which is more bold, presvanzaim or burzeilnel? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair27,MORE,Q,pair27,presvanzaim,burzeilnel,burzeilnel,presvanzaim,7795,1652,novel_word,"Definitions:
- presvanzaim: something that is bold and complex
- burzeilnel is more/greater than presvanzaim in all respects

Q: Which is more complex, presvanzaim or burzeilnel? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair27,LESS,Q,pair27,presvanzaim,burzeilnel,presvanzaim,burzeilnel,1652,7795,novel_word,"Definitions:
- presvanzaim: something that is bold and complex
- burzeilnel is less/smaller than presvanzaim in all respects

Q: Which is more complex, presvanzaim or burzeilnel? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair28,SAME,P,pair28,tousweinmu,vondeintut,bold,cautious,13939,45778,attribute_word,"Definitions:
- tousweinmu: something that is bold and complex
- vondeintut is the same as tousweinmu

Q: Is vondeintut bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair28,OPP,P,pair28,tousweinmu,vondeintut,cautious,bold,45778,13939,attribute_word,"Definitions:
- tousweinmu: something that is bold and complex
- vondeintut is the opposite of tousweinmu

Q: Is vondeintut bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair28,SAME,Q,pair28,tousweinmu,vondeintut,complex,simple,6351,4285,attribute_word,"Definitions:
- tousweinmu: something that is bold and complex
- vondeintut is the same as tousweinmu

Q: Is vondeintut complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair28,OPP,Q,pair28,tousweinmu,vondeintut,simple,complex,4285,6351,attribute_word,"Definitions:
- tousweinmu: something that is bold and complex
- vondeintut is the opposite of tousweinmu

Q: Is vondeintut complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair28,MORE,P,pair28,tousweinmu,vondeintut,vondeintut,tousweinmu,6538,25642,novel_word,"Definitions:
- tousweinmu: something that is bold and complex
- vondeintut is more/greater than tousweinmu in all respects

Q: Which is more bold, tousweinmu or vondeintut? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair28,LESS,P,pair28,tousweinmu,vondeintut,tousweinmu,vondeintut,25642,6538,novel_word,"Definitions:
- tousweinmu: something that is bold and complex
- vondeintut is less/smaller than tousweinmu in all respects

Q: Which is more bold, tousweinmu or vondeintut? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair28,MORE,Q,pair28,tousweinmu,vondeintut,vondeintut,tousweinmu,6538,25642,novel_word,"Definitions:
- tousweinmu: something that is bold and complex
- vondeintut is more/greater than tousweinmu in all respects

Q: Which is more complex, tousweinmu or vondeintut? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair28,LESS,Q,pair28,tousweinmu,vondeintut,tousweinmu,vondeintut,25642,6538,novel_word,"Definitions:
- tousweinmu: something that is bold and complex
- vondeintut is less/smaller than tousweinmu in all respects

Q: Which is more complex, tousweinmu or vondeintut? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair29,SAME,P,pair29,mentasstil,vilgroreil,bold,cautious,13939,45778,attribute_word,"Definitions:
- mentasstil: something that is bold and complex
- vilgroreil is the same as mentasstil

Q: Is vilgroreil bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair29,OPP,P,pair29,mentasstil,vilgroreil,cautious,bold,45778,13939,attribute_word,"Definitions:
- mentasstil: something that is bold and complex
- vilgroreil is the opposite of mentasstil

Q: Is vilgroreil bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair29,SAME,Q,pair29,mentasstil,vilgroreil,complex,simple,6351,4285,attribute_word,"Definitions:
- mentasstil: something that is bold and complex
- vilgroreil is the same as mentasstil

Q: Is vilgroreil complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair29,OPP,Q,pair29,mentasstil,vilgroreil,simple,complex,4285,6351,attribute_word,"Definitions:
- mentasstil: something that is bold and complex
- vilgroreil is the opposite of mentasstil

Q: Is vilgroreil complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair29,MORE,P,pair29,mentasstil,vilgroreil,vilgroreil,mentasstil,25801,11288,novel_word,"Definitions:
- mentasstil: something that is bold and complex
- vilgroreil is more/greater than mentasstil in all respects

Q: Which is more bold, mentasstil or vilgroreil? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair29,LESS,P,pair29,mentasstil,vilgroreil,mentasstil,vilgroreil,11288,25801,novel_word,"Definitions:
- mentasstil: something that is bold and complex
- vilgroreil is less/smaller than mentasstil in all respects

Q: Which is more bold, mentasstil or vilgroreil? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair29,MORE,Q,pair29,mentasstil,vilgroreil,vilgroreil,mentasstil,25801,11288,novel_word,"Definitions:
- mentasstil: something that is bold and complex
- vilgroreil is more/greater than mentasstil in all respects

Q: Which is more complex, mentasstil or vilgroreil? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair29,LESS,Q,pair29,mentasstil,vilgroreil,mentasstil,vilgroreil,11288,25801,novel_word,"Definitions:
- mentasstil: something that is bold and complex
- vilgroreil is less/smaller than mentasstil in all respects

Q: Which is more complex, mentasstil or vilgroreil? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair30,SAME,P,pair30,keinweldok,dollousnoul,bold,cautious,13939,45778,attribute_word,"Definitions:
- keinweldok: something that is bold and complex
- dollousnoul is the same as keinweldok

Q: Is dollousnoul bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair30,OPP,P,pair30,keinweldok,dollousnoul,cautious,bold,45778,13939,attribute_word,"Definitions:
- keinweldok: something that is bold and complex
- dollousnoul is the opposite of keinweldok

Q: Is dollousnoul bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair30,SAME,Q,pair30,keinweldok,dollousnoul,complex,simple,6351,4285,attribute_word,"Definitions:
- keinweldok: something that is bold and complex
- dollousnoul is the same as keinweldok

Q: Is dollousnoul complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair30,OPP,Q,pair30,keinweldok,dollousnoul,simple,complex,4285,6351,attribute_word,"Definitions:
- keinweldok: something that is bold and complex
- dollousnoul is the opposite of keinweldok

Q: Is dollousnoul complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair30,MORE,P,pair30,keinweldok,dollousnoul,dollousnoul,keinweldok,7649,48803,novel_word,"Definitions:
- keinweldok: something that is bold and complex
- dollousnoul is more/greater than keinweldok in all respects

Q: Which is more bold, keinweldok or dollousnoul? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair30,LESS,P,pair30,keinweldok,dollousnoul,keinweldok,dollousnoul,48803,7649,novel_word,"Definitions:
- keinweldok: something that is bold and complex
- dollousnoul is less/smaller than keinweldok in all respects

Q: Which is more bold, keinweldok or dollousnoul? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair30,MORE,Q,pair30,keinweldok,dollousnoul,dollousnoul,keinweldok,7649,48803,novel_word,"Definitions:
- keinweldok: something that is bold and complex
- dollousnoul is more/greater than keinweldok in all respects

Q: Which is more complex, keinweldok or dollousnoul? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair30,LESS,Q,pair30,keinweldok,dollousnoul,keinweldok,dollousnoul,48803,7649,novel_word,"Definitions:
- keinweldok: something that is bold and complex
- dollousnoul is less/smaller than keinweldok in all respects

Q: Which is more complex, keinweldok or dollousnoul? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair31,SAME,P,pair31,slaburtu,wenposlek,bold,cautious,13939,45778,attribute_word,"Definitions:
- slaburtu: something that is bold and complex
- wenposlek is the same as slaburtu

Q: Is wenposlek bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair31,OPP,P,pair31,slaburtu,wenposlek,cautious,bold,45778,13939,attribute_word,"Definitions:
- slaburtu: something that is bold and complex
- wenposlek is the opposite of slaburtu

Q: Is wenposlek bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair31,SAME,Q,pair31,slaburtu,wenposlek,complex,simple,6351,4285,attribute_word,"Definitions:
- slaburtu: something that is bold and complex
- wenposlek is the same as slaburtu

Q: Is wenposlek complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair31,OPP,Q,pair31,slaburtu,wenposlek,simple,complex,4285,6351,attribute_word,"Definitions:
- slaburtu: something that is bold and complex
- wenposlek is the opposite of slaburtu

Q: Is wenposlek complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair31,MORE,P,pair31,slaburtu,wenposlek,wenposlek,slaburtu,37357,54691,novel_word,"Definitions:
- slaburtu: something that is bold and complex
- wenposlek is more/greater than slaburtu in all respects

Q: Which is more bold, slaburtu or wenposlek? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair31,LESS,P,pair31,slaburtu,wenposlek,slaburtu,wenposlek,54691,37357,novel_word,"Definitions:
- slaburtu: something that is bold and complex
- wenposlek is less/smaller than slaburtu in all respects

Q: Which is more bold, slaburtu or wenposlek? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair31,MORE,Q,pair31,slaburtu,wenposlek,wenposlek,slaburtu,37357,54691,novel_word,"Definitions:
- slaburtu: something that is bold and complex
- wenposlek is more/greater than slaburtu in all respects

Q: Which is more complex, slaburtu or wenposlek? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair31,LESS,Q,pair31,slaburtu,wenposlek,slaburtu,wenposlek,54691,37357,novel_word,"Definitions:
- slaburtu: something that is bold and complex
- wenposlek is less/smaller than slaburtu in all respects

Q: Which is more complex, slaburtu or wenposlek? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair32,SAME,P,pair32,moskrador,zouvalgom,bold,cautious,13939,45778,attribute_word,"Definitions:
- moskrador: something that is bold and complex
- zouvalgom is the same as moskrador

Q: Is zouvalgom bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair32,OPP,P,pair32,moskrador,zouvalgom,cautious,bold,45778,13939,attribute_word,"Definitions:
- moskrador: something that is bold and complex
- zouvalgom is the opposite of moskrador

Q: Is zouvalgom bold or cautious? (Answer EXACTLY ONE WORD)
A:"
