trial_id,crel,attr_dim,pair_id,word_a,word_b,correct_answer,incorrect_answer,correct_first_subtoken_id,incorrect_first_subtoken_id,answer_type,prompt
MORE_P_pair20,MORE,P,pair20,tespasprok,finroulwas,finroulwas,tespasprok,1815,26465,novel_word,"Definitions:
- tespasprok: something that is bold and complex
- finroulwas is more/greater than tespasprok in all respects

Q: Which is more bold, tespasprok or finroulwas? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair20,LESS,P,pair20,tespasprok,finroulwas,tespasprok,finroulwas,26465,1815,novel_word,"Definitions:
- tespasprok: something that is bold and complex
- finroulwas is less/smaller than tespasprok in all respects

Q: Which is more bold, tespasprok or finroulwas? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair20,MORE,Q,pair20,tespasprok,finroulwas,finroulwas,tespasprok,1815,26465,novel_word,"Definitions:
- tespasprok: something that is bold and complex
- finroulwas is more/greater than tespasprok in all respects

Q: Which is more complex, tespasprok or finroulwas? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair20,LESS,Q,pair20,tespasprok,finroulwas,tespasprok,finroulwas,26465,1815,novel_word,"Definitions:
- tespasprok: something that is bold and complex
- finroulwas is less/smaller than tespasprok in all respects

Q: Which is more complex, tespasprok or finroulwas? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair21,SAME,P,pair21,deinwalpem,soslaisvir,bold,cautious,16627,50799,attribute_word,"Definitions:
- deinwalpem: something that is bold and complex
- soslaisvir is the same as deinwalpem

Q: Is soslaisvir bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair21,OPP,P,pair21,deinwalpem,soslaisvir,cautious,bold,50799,16627,attribute_word,"Definitions:
- deinwalpem: something that is bold and complex
- soslaisvir is the opposite of deinwalpem

Q: Is soslaisvir bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair21,SAME,Q,pair21,deinwalpem,soslaisvir,complex,simple,3996,3606,attribute_word,"Definitions:
- deinwalpem: something that is bold and complex
- soslaisvir is the same as deinwalpem

Q: Is soslaisvir complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair21,OPP,Q,pair21,deinwalpem,soslaisvir,simple,complex,3606,3996,attribute_word,"Definitions:
- deinwalpem: something that is bold and complex
- soslaisvir is the opposite of deinwalpem

Q: Is soslaisvir complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair21,MORE,P,pair21,deinwalpem,soslaisvir,soslaisvir,deinwalpem,27420,66275,novel_word,"Definitions:
- deinwalpem: something that is bold and complex
- soslaisvir is more/greater than deinwalpem in all respects

Q: Which is more bold, deinwalpem or soslaisvir? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair21,LESS,P,pair21,deinwalpem,soslaisvir,deinwalpem,soslaisvir,66275,27420,novel_word,"Definitions:
- deinwalpem: something that is bold and complex
- soslaisvir is less/smaller than deinwalpem in all respects

Q: Which is more bold, deinwalpem or soslaisvir? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair21,MORE,Q,pair21,deinwalpem,soslaisvir,soslaisvir,deinwalpem,27420,66275,novel_word,"Definitions:
- deinwalpem: something that is bold and complex
- soslaisvir is more/greater than deinwalpem in all respects

Q: Which is more complex, deinwalpem or soslaisvir? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair21,LESS,Q,pair21,deinwalpem,soslaisvir,deinwalpem,soslaisvir,66275,27420,novel_word,"Definitions:
- deinwalpem: something that is bold and complex
- soslaisvir is less/smaller than deinwalpem in all respects

Q: Which is more complex, deinwalpem or soslaisvir? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair22,SAME,P,pair22,kenflinwor,prolkonzat,bold,cautious,16627,50799,attribute_word,"Definitions:
- kenflinwor: something that is bold and complex
- prolkonzat is the same as kenflinwor

Q: Is prolkonzat bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair22,OPP,P,pair22,kenflinwor,prolkonzat,cautious,bold,50799,16627,attribute_word,"Definitions:
- kenflinwor: something that is bold and complex
- prolkonzat is the opposite of kenflinwor

Q: Is prolkonzat bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair22,SAME,Q,pair22,kenflinwor,prolkonzat,complex,simple,3996,3606,attribute_word,"Definitions:
- kenflinwor: something that is bold and complex
- prolkonzat is the same as kenflinwor

Q: Is prolkonzat complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair22,OPP,Q,pair22,kenflinwor,prolkonzat,simple,complex,3606,3996,attribute_word,"Definitions:
- kenflinwor: something that is bold and complex
- prolkonzat is the opposite of kenflinwor

Q: Is prolkonzat complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair22,MORE,P,pair22,kenflinwor,prolkonzat,prolkonzat,kenflinwor,18610,30002,novel_word,"Definitions:
- kenflinwor: something that is bold and complex
- prolkonzat is more/greater than kenflinwor in all respects

Q: Which is more bold, kenflinwor or prolkonzat? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair22,LESS,P,pair22,kenflinwor,prolkonzat,kenflinwor,prolkonzat,30002,18610,novel_word,"Definitions:
- kenflinwor: something that is bold and complex
- prolkonzat is less/smaller than kenflinwor in all respects

Q: Which is more bold, kenflinwor or prolkonzat? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair22,MORE,Q,pair22,kenflinwor,prolkonzat,prolkonzat,kenflinwor,18610,30002,novel_word,"Definitions:
- kenflinwor: something that is bold and complex
- prolkonzat is more/greater than kenflinwor in all respects

Q: Which is more complex, kenflinwor or prolkonzat? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair22,LESS,Q,pair22,kenflinwor,prolkonzat,kenflinwor,prolkonzat,30002,18610,novel_word,"Definitions:
- kenflinwor: something that is bold and complex
- prolkonzat is less/smaller than kenflinwor in all respects

Q: Which is more complex, kenflinwor or prolkonzat? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair23,SAME,P,pair23,fudunmet,grailgabrat,bold,cautious,16627,50799,attribute_word,"Definitions:
- fudunmet: something that is bold and complex
- grailgabrat is the same as fudunmet

Q: Is grailgabrat bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair23,OPP,P,pair23,fudunmet,grailgabrat,cautious,bold,50799,16627,attribute_word,"Definitions:
- fudunmet: something that is bold and complex
- grailgabrat is the opposite of fudunmet

Q: Is grailgabrat bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair23,SAME,Q,pair23,fudunmet,grailgabrat,complex,simple,3996,3606,attribute_word,"Definitions:
- fudunmet: something that is bold and complex
- grailgabrat is the same as fudunmet

Q: Is grailgabrat complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair23,OPP,Q,pair23,fudunmet,grailgabrat,simple,complex,3606,3996,attribute_word,"Definitions:
- fudunmet: something that is bold and complex
- grailgabrat is the opposite of fudunmet

Q: Is grailgabrat complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair23,MORE,P,pair23,fudunmet,grailgabrat,grailgabrat,fudunmet,236220,93441,novel_word,"Definitions:
- fudunmet: something that is bold and complex
- grailgabrat is more/greater than fudunmet in all respects

Q: Which is more bold, fudunmet or grailgabrat? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair23,LESS,P,pair23,fudunmet,grailgabrat,fudunmet,grailgabrat,93441,236220,novel_word,"Definitions:
- fudunmet: something that is bold and complex
- grailgabrat is less/smaller than fudunmet in all respects

Q: Which is more bold, fudunmet or grailgabrat? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair23,MORE,Q,pair23,fudunmet,grailgabrat,grailgabrat,fudunmet,236220,93441,novel_word,"Definitions:
- fudunmet: something that is bold and complex
- grailgabrat is more/greater than fudunmet in all respects

Q: Which is more complex, fudunmet or grailgabrat? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair23,LESS,Q,pair23,fudunmet,grailgabrat,fudunmet,grailgabrat,93441,236220,novel_word,"Definitions:
- fudunmet: something that is bold and complex
- grailgabrat is less/smaller than fudunmet in all respects

Q: Which is more complex, fudunmet or grailgabrat? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair24,SAME,P,pair24,nusilmat,sokrarut,bold,cautious,16627,50799,attribute_word,"Definitions:
- nusilmat: something that is bold and complex
- sokrarut is the same as nusilmat

Q: Is sokrarut bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair24,OPP,P,pair24,nusilmat,sokrarut,cautious,bold,50799,16627,attribute_word,"Definitions:
- nusilmat: something that is bold and complex
- sokrarut is the opposite of nusilmat

Q: Is sokrarut bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair24,SAME,Q,pair24,nusilmat,sokrarut,complex,simple,3996,3606,attribute_word,"Definitions:
- nusilmat: something that is bold and complex
- sokrarut is the same as nusilmat

Q: Is sokrarut complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair24,OPP,Q,pair24,nusilmat,sokrarut,simple,complex,3606,3996,attribute_word,"Definitions:
- nusilmat: something that is bold and complex
- sokrarut is the opposite of nusilmat

Q: Is sokrarut complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair24,MORE,P,pair24,nusilmat,sokrarut,sokrarut,nusilmat,45836,114829,novel_word,"Definitions:
- nusilmat: something that is bold and complex
- sokrarut is more/greater than nusilmat in all respects

Q: Which is more bold, nusilmat or sokrarut? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair24,LESS,P,pair24,nusilmat,sokrarut,nusilmat,sokrarut,114829,45836,novel_word,"Definitions:
- nusilmat: something that is bold and complex
- sokrarut is less/smaller than nusilmat in all respects

Q: Which is more bold, nusilmat or sokrarut? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair24,MORE,Q,pair24,nusilmat,sokrarut,sokrarut,nusilmat,45836,114829,novel_word,"Definitions:
- nusilmat: something that is bold and complex
- sokrarut is more/greater than nusilmat in all respects

Q: Which is more complex, nusilmat or sokrarut? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair24,LESS,Q,pair24,nusilmat,sokrarut,nusilmat,sokrarut,114829,45836,novel_word,"Definitions:
- nusilmat: something that is bold and complex
- sokrarut is less/smaller than nusilmat in all respects

Q: Which is more complex, nusilmat or sokrarut? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair25,SAME,P,pair25,brilzornes,zarbouspik,bold,cautious,16627,50799,attribute_word,"Definitions:
- brilzornes: something that is bold and complex
- zarbouspik is the same as brilzornes

Q: Is zarbouspik bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair25,OPP,P,pair25,brilzornes,zarbouspik,cautious,bold,50799,16627,attribute_word,"Definitions:
- brilzornes: something that is bold and complex
- zarbouspik is the opposite of brilzornes

Q: Is zarbouspik bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair25,SAME,Q,pair25,brilzornes,zarbouspik,complex,simple,3996,3606,attribute_word,"Definitions:
- brilzornes: something that is bold and complex
- zarbouspik is the same as brilzornes

Q: Is zarbouspik complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair25,OPP,Q,pair25,brilzornes,zarbouspik,simple,complex,3606,3996,attribute_word,"Definitions:
- brilzornes: something that is bold and complex
- zarbouspik is the opposite of brilzornes

Q: Is zarbouspik complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair25,MORE,P,pair25,brilzornes,zarbouspik,zarbouspik,brilzornes,33330,168911,novel_word,"Definitions:
- brilzornes: something that is bold and complex
- zarbouspik is more/greater than brilzornes in all respects

Q: Which is more bold, brilzornes or zarbouspik? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair25,LESS,P,pair25,brilzornes,zarbouspik,brilzornes,zarbouspik,168911,33330,novel_word,"Definitions:
- brilzornes: something that is bold and complex
- zarbouspik is less/smaller than brilzornes in all respects

Q: Which is more bold, brilzornes or zarbouspik? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair25,MORE,Q,pair25,brilzornes,zarbouspik,zarbouspik,brilzornes,33330,168911,novel_word,"Definitions:
- brilzornes: something that is bold and complex
- zarbouspik is more/greater than brilzornes in all respects

Q: Which is more complex, brilzornes or zarbouspik? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair25,LESS,Q,pair25,brilzornes,zarbouspik,brilzornes,zarbouspik,168911,33330,novel_word,"Definitions:
- brilzornes: something that is bold and complex
- zarbouspik is less/smaller than brilzornes in all respects

Q: Which is more complex, brilzornes or zarbouspik? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair26,SAME,P,pair26,lenflosgat,sulgralfai,bold,cautious,16627,50799,attribute_word,"Definitions:
- lenflosgat: something that is bold and complex
- sulgralfai is the same as lenflosgat

Q: Is sulgralfai bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair26,OPP,P,pair26,lenflosgat,sulgralfai,cautious,bold,50799,16627,attribute_word,"Definitions:
- lenflosgat: something that is bold and complex
- sulgralfai is the opposite of lenflosgat

Q: Is sulgralfai bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair26,SAME,Q,pair26,lenflosgat,sulgralfai,complex,simple,3996,3606,attribute_word,"Definitions:
- lenflosgat: something that is bold and complex
- sulgralfai is the same as lenflosgat

Q: Is sulgralfai complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair26,OPP,Q,pair26,lenflosgat,sulgralfai,simple,complex,3606,3996,attribute_word,"Definitions:
- lenflosgat: something that is bold and complex
- sulgralfai is the opposite of lenflosgat

Q: Is sulgralfai complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair26,MORE,P,pair26,lenflosgat,sulgralfai,sulgralfai,lenflosgat,11617,5980,novel_word,"Definitions:
- lenflosgat: something that is bold and complex
- sulgralfai is more/greater than lenflosgat in all respects

Q: Which is more bold, lenflosgat or sulgralfai? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair26,LESS,P,pair26,lenflosgat,sulgralfai,lenflosgat,sulgralfai,5980,11617,novel_word,"Definitions:
- lenflosgat: something that is bold and complex
- sulgralfai is less/smaller than lenflosgat in all respects

Q: Which is more bold, lenflosgat or sulgralfai? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair26,MORE,Q,pair26,lenflosgat,sulgralfai,sulgralfai,lenflosgat,11617,5980,novel_word,"Definitions:
- lenflosgat: something that is bold and complex
- sulgralfai is more/greater than lenflosgat in all respects

Q: Which is more complex, lenflosgat or sulgralfai? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair26,LESS,Q,pair26,lenflosgat,sulgralfai,lenflosgat,sulgralfai,5980,11617,novel_word,"Definitions:
- lenflosgat: something that is bold and complex
- sulgralfai is less/smaller than lenflosgat in all respects

Q: Which is more complex, lenflosgat or sulgralfai? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair27,SAME,P,pair27,wonflanbras,keinweldok,bold,cautious,16627,50799,attribute_word,"Definitions:
- wonflanbras: something that is bold and complex
- keinweldok is the same as wonflanbras

Q: Is keinweldok bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair27,OPP,P,pair27,wonflanbras,keinweldok,cautious,bold,50799,16627,attribute_word,"Definitions:
- wonflanbras: something that is bold and complex
- keinweldok is the opposite of wonflanbras

Q: Is keinweldok bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair27,SAME,Q,pair27,wonflanbras,keinweldok,complex,simple,3996,3606,attribute_word,"Definitions:
- wonflanbras: something that is bold and complex
- keinweldok is the same as wonflanbras

Q: Is keinweldok complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair27,OPP,Q,pair27,wonflanbras,keinweldok,simple,complex,3606,3996,attribute_word,"Definitions:
- wonflanbras: something that is bold and complex
- keinweldok is the opposite of wonflanbras

Q: Is keinweldok complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair27,MORE,P,pair27,wonflanbras,keinweldok,keinweldok,wonflanbras,39422,2810,novel_word,"Definitions:
- wonflanbras: something that is bold and complex
- keinweldok is more/greater than wonflanbras in all respects

Q: Which is more bold, wonflanbras or keinweldok? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair27,LESS,P,pair27,wonflanbras,keinweldok,wonflanbras,keinweldok,2810,39422,novel_word,"Definitions:
- wonflanbras: something that is bold and complex
- keinweldok is less/smaller than wonflanbras in all respects

Q: Which is more bold, wonflanbras or keinweldok? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair27,MORE,Q,pair27,wonflanbras,keinweldok,keinweldok,wonflanbras,39422,2810,novel_word,"Definitions:
- wonflanbras: something that is bold and complex
- keinweldok is more/greater than wonflanbras in all respects

Q: Which is more complex, wonflanbras or keinweldok? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair27,LESS,Q,pair27,wonflanbras,keinweldok,wonflanbras,keinweldok,2810,39422,novel_word,"Definitions:
- wonflanbras: something that is bold and complex
- keinweldok is less/smaller than wonflanbras in all respects

Q: Which is more complex, wonflanbras or keinweldok? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair28,SAME,P,pair28,pagrekum,torfanmek,bold,cautious,16627,50799,attribute_word,"Definitions:
- pagrekum: something that is bold and complex
- torfanmek is the same as pagrekum

Q: Is torfanmek bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair28,OPP,P,pair28,pagrekum,torfanmek,cautious,bold,50799,16627,attribute_word,"Definitions:
- pagrekum: something that is bold and complex
- torfanmek is the opposite of pagrekum

Q: Is torfanmek bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair28,SAME,Q,pair28,pagrekum,torfanmek,complex,simple,3996,3606,attribute_word,"Definitions:
- pagrekum: something that is bold and complex
- torfanmek is the same as pagrekum

Q: Is torfanmek complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair28,OPP,Q,pair28,pagrekum,torfanmek,simple,complex,3606,3996,attribute_word,"Definitions:
- pagrekum: something that is bold and complex
- torfanmek is the opposite of pagrekum

Q: Is torfanmek complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair28,MORE,P,pair28,pagrekum,torfanmek,torfanmek,pagrekum,6254,8564,novel_word,"Definitions:
- pagrekum: something that is bold and complex
- torfanmek is more/greater than pagrekum in all respects

Q: Which is more bold, pagrekum or torfanmek? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair28,LESS,P,pair28,pagrekum,torfanmek,pagrekum,torfanmek,8564,6254,novel_word,"Definitions:
- pagrekum: something that is bold and complex
- torfanmek is less/smaller than pagrekum in all respects

Q: Which is more bold, pagrekum or torfanmek? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair28,MORE,Q,pair28,pagrekum,torfanmek,torfanmek,pagrekum,6254,8564,novel_word,"Definitions:
- pagrekum: something that is bold and complex
- torfanmek is more/greater than pagrekum in all respects

Q: Which is more complex, pagrekum or torfanmek? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair28,LESS,Q,pair28,pagrekum,torfanmek,pagrekum,torfanmek,8564,6254,novel_word,"Definitions:
- pagrekum: something that is bold and complex
- torfanmek is less/smaller than pagrekum in all respects

Q: Which is more complex, pagrekum or torfanmek? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair29,SAME,P,pair29,barfunfum,soswisprem,bold,cautious,16627,50799,attribute_word,"Definitions:
- barfunfum: something that is bold and complex
- soswisprem is the same as barfunfum

Q: Is soswisprem bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair29,OPP,P,pair29,barfunfum,soswisprem,cautious,bold,50799,16627,attribute_word,"Definitions:
- barfunfum: something that is bold and complex
- soswisprem is the opposite of barfunfum

Q: Is soswisprem bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair29,SAME,Q,pair29,barfunfum,soswisprem,complex,simple,3996,3606,attribute_word,"Definitions:
- barfunfum: something that is bold and complex
- soswisprem is the same as barfunfum

Q: Is soswisprem complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair29,OPP,Q,pair29,barfunfum,soswisprem,simple,complex,3606,3996,attribute_word,"Definitions:
- barfunfum: something that is bold and complex
- soswisprem is the opposite of barfunfum

Q: Is soswisprem complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair29,MORE,P,pair29,barfunfum,soswisprem,soswisprem,barfunfum,27420,3029,novel_word,"Definitions:
- barfunfum: something that is bold and complex
- soswisprem is more/greater than barfunfum in all respects

Q: Which is more bold, barfunfum or soswisprem? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair29,LESS,P,pair29,barfunfum,soswisprem,barfunfum,soswisprem,3029,27420,novel_word,"Definitions:
- barfunfum: something that is bold and complex
- soswisprem is less/smaller than barfunfum in all respects

Q: Which is more bold, barfunfum or soswisprem? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair29,MORE,Q,pair29,barfunfum,soswisprem,soswisprem,barfunfum,27420,3029,novel_word,"Definitions:
- barfunfum: something that is bold and complex
- soswisprem is more/greater than barfunfum in all respects

Q: Which is more complex, barfunfum or soswisprem? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair29,LESS,Q,pair29,barfunfum,soswisprem,barfunfum,soswisprem,3029,27420,novel_word,"Definitions:
- barfunfum: something that is bold and complex
- soswisprem is less/smaller than barfunfum in all respects

Q: Which is more complex, barfunfum or soswisprem? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair30,SAME,P,pair30,sifesspon,bronlenlou,bold,cautious,16627,50799,attribute_word,"Definitions:
- sifesspon: something that is bold and complex
- bronlenlou is the same as sifesspon

Q: Is bronlenlou bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair30,OPP,P,pair30,sifesspon,bronlenlou,cautious,bold,50799,16627,attribute_word,"Definitions:
- sifesspon: something that is bold and complex
- bronlenlou is the opposite of sifesspon

Q: Is bronlenlou bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair30,SAME,Q,pair30,sifesspon,bronlenlou,complex,simple,3996,3606,attribute_word,"Definitions:
- sifesspon: something that is bold and complex
- bronlenlou is the same as sifesspon

Q: Is bronlenlou complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair30,OPP,Q,pair30,sifesspon,bronlenlou,simple,complex,3606,3996,attribute_word,"Definitions:
- sifesspon: something that is bold and complex
- bronlenlou is the opposite of sifesspon

Q: Is bronlenlou complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair30,MORE,P,pair30,sifesspon,bronlenlou,bronlenlou,sifesspon,17560,158379,novel_word,"Definitions:
- sifesspon: something that is bold and complex
- bronlenlou is more/greater than sifesspon in all respects

Q: Which is more bold, sifesspon or bronlenlou? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair30,LESS,P,pair30,sifesspon,bronlenlou,sifesspon,bronlenlou,158379,17560,novel_word,"Definitions:
- sifesspon: something that is bold and complex
- bronlenlou is less/smaller than sifesspon in all respects

Q: Which is more bold, sifesspon or bronlenlou? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair30,MORE,Q,pair30,sifesspon,bronlenlou,bronlenlou,sifesspon,17560,158379,novel_word,"Definitions:
- sifesspon: something that is bold and complex
- bronlenlou is more/greater than sifesspon in all respects

Q: Which is more complex, sifesspon or bronlenlou? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair30,LESS,Q,pair30,sifesspon,bronlenlou,sifesspon,bronlenlou,158379,17560,novel_word,"Definitions:
- sifesspon: something that is bold and complex
- bronlenlou is less/smaller than sifesspon in all respects

Q: Which is more complex, sifesspon or bronlenlou? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair31,SAME,P,pair31,mailpulgaim,dosstukroum,bold,cautious,16627,50799,attribute_word,"Definitions:
- mailpulgaim: something that is bold and complex
- dosstukroum is the same as mailpulgaim

Q: Is dosstukroum bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair31,OPP,P,pair31,mailpulgaim,dosstukroum,cautious,bold,50799,16627,attribute_word,"Definitions:
- mailpulgaim: something that is bold and complex
- dosstukroum is the opposite of mailpulgaim

Q: Is dosstukroum bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair31,SAME,Q,pair31,mailpulgaim,dosstukroum,complex,simple,3996,3606,attribute_word,"Definitions:
- mailpulgaim: something that is bold and complex
- dosstukroum is the same as mailpulgaim

Q: Is dosstukroum complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair31,OPP,Q,pair31,mailpulgaim,dosstukroum,simple,complex,3606,3996,attribute_word,"Definitions:
- mailpulgaim: something that is bold and complex
- dosstukroum is the opposite of mailpulgaim

Q: Is dosstukroum complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair31,MORE,P,pair31,mailpulgaim,dosstukroum,dosstukroum,mailpulgaim,4164,10658,novel_word,"Definitions:
- mailpulgaim: something that is bold and complex
- dosstukroum is more/greater than mailpulgaim in all respects

Q: Which is more bold, mailpulgaim or dosstukroum? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair31,LESS,P,pair31,mailpulgaim,dosstukroum,mailpulgaim,dosstukroum,10658,4164,novel_word,"Definitions:
- mailpulgaim: something that is bold and complex
- dosstukroum is less/smaller than mailpulgaim in all respects

Q: Which is more bold, mailpulgaim or dosstukroum? (Answer EXACTLY ONE WORD)
A:"
MORE_Q_pair31,MORE,Q,pair31,mailpulgaim,dosstukroum,dosstukroum,mailpulgaim,4164,10658,novel_word,"Definitions:
- mailpulgaim: something that is bold and complex
- dosstukroum is more/greater than mailpulgaim in all respects

Q: Which is more complex, mailpulgaim or dosstukroum? (Answer EXACTLY ONE WORD)
A:"
LESS_Q_pair31,LESS,Q,pair31,mailpulgaim,dosstukroum,mailpulgaim,dosstukroum,10658,4164,novel_word,"Definitions:
- mailpulgaim: something that is bold and complex
- dosstukroum is less/smaller than mailpulgaim in all respects

Q: Which is more complex, mailpulgaim or dosstukroum? (Answer EXACTLY ONE WORD)
A:"
SAME_P_pair32,SAME,P,pair32,desrisvon,wennargek,bold,cautious,16627,50799,attribute_word,"Definitions:
- desrisvon: something that is bold and complex
- wennargek is the same as desrisvon

Q: Is wennargek bold or cautious? (Answer EXACTLY ONE WORD)
A:"
OPP_P_pair32,OPP,P,pair32,desrisvon,wennargek,cautious,bold,50799,16627,attribute_word,"Definitions:
- desrisvon: something that is bold and complex
- wennargek is the opposite of desrisvon

Q: Is wennargek bold or cautious? (Answer EXACTLY ONE WORD)
A:"
SAME_Q_pair32,SAME,Q,pair32,desrisvon,wennargek,complex,simple,3996,3606,attribute_word,"Definitions:
- desrisvon: something that is bold and complex
- wennargek is the same as desrisvon

Q: Is wennargek complex or simple? (Answer EXACTLY ONE WORD)
A:"
OPP_Q_pair32,OPP,Q,pair32,desrisvon,wennargek,simple,complex,3606,3996,attribute_word,"Definitions:
- desrisvon: something that is bold and complex
- wennargek is the opposite of desrisvon

Q: Is wennargek complex or simple? (Answer EXACTLY ONE WORD)
A:"
MORE_P_pair32,MORE,P,pair32,desrisvon,wennargek,wennargek,desrisvon,15438,853,novel_word,"Definitions:
- desrisvon: something that is bold and complex
- wennargek is more/greater than desrisvon in all respects

Q: Which is more bold, desrisvon or wennargek? (Answer EXACTLY ONE WORD)
A:"
LESS_P_pair32,LESS,P,pair32,desrisvon,wennargek,desrisvon,wennargek,853,15438,novel_word,"Definitions:
- desrisvon: something that is bold and complex
- wennargek is less/smaller than desrisvon in all respects

Q: Which is more bold, desrisvon or wennargek? (Answer EXACTLY ONE WORD)
A:"
